b	0.03846337153355516
e	0.03845866207528512
h	0.038470358108468966
k	0.03845554597002872
n	0.0384611596984461
q	0.038463374434956704
t	0.03846153978204814
w	0.038461257862531614
z	0.03846221145650518
c	0.03846921979193054
f	0.03846666123933718
i	0.0384598342415082
l	0.03844708790096606
o	0.03846190100654015
r	0.03846016209988248
u	0.038462920365615334
x	0.038459723988249594
a	0.03845722636508862
d	0.038461214825075404
g	0.0384650282338358
j	0.03846506159995354
m	0.03846669750685646
p	0.03846691269413751
s	0.03845743429886582
v	0.038452135856082696
y	0.03846329706424891
