a	0.033924050632911394
b	0.045063291139240506
c	0.042531645569620254
d	0.03645569620253165
e	0.03949367088607595
f	0.0379746835443038
g	0.0389873417721519
h	0.03645569620253165
i	0.034936708860759495
j	0.035443037974683546
k	0.03645569620253165
l	0.04050632911392405
m	0.03848101265822785
n	0.04
o	0.0389873417721519
p	0.0389873417721519
q	0.033924050632911394
r	0.044050632911392405
s	0.033924050632911394
t	0.03848101265822785
u	0.03189873417721519
v	0.04050632911392405
w	0.03746835443037975
x	0.0410126582278481
y	0.035443037974683546
z	0.04860759493670886
