a	0.03845722636508862
c	0.03846921979193054
e	0.03845866207528512
g	0.0384650282338358
i	0.0384598342415082
k	0.03845554597002872
m	0.03846669750685646
o	0.03846190100654015
q	0.038463374434956704
s	0.03845743429886582
u	0.038462920365615334
w	0.038461257862531614
y	0.03846329706424891
b	0.03846337153355516
d	0.038461214825075404
f	0.03846666123933718
h	0.038470358108468966
j	0.03846506159995354
l	0.03844708790096606
n	0.0384611596984461
p	0.03846691269413751
r	0.03846016209988248
t	0.03846153978204814
v	0.038452135856082696
x	0.038459723988249594
z	0.03846221145650518
