a	0.03832580225318296
b	0.03842386147302777
c	0.03861304643252634
d	0.038575407540060655
e	0.03843079495321882
f	0.038299554078174
g	0.03832233551308744
h	0.03861502742686664
i	0.038643256596215904
j	0.038188618395117245
k	0.03849913925795914
l	0.03846744334851435
m	0.03831044954704564
n	0.03852093019570243
o	0.0384213852301024
p	0.038548168867881545
q	0.038384736834806865
r	0.038727448855678616
s	0.03881461260665178
t	0.03835006943385163
u	0.03848131030889645
v	0.03842287097585762
w	0.038436737936239716
x	0.03845506213388748
y	0.038400089540944184
z	0.03832184026450237
