b	0.045063291139240506
e	0.03949367088607595
h	0.03645569620253165
k	0.03645569620253165
n	0.04
q	0.033924050632911394
t	0.03848101265822785
w	0.03746835443037975
z	0.04860759493670886
c	0.042531645569620254
f	0.0379746835443038
i	0.034936708860759495
l	0.04050632911392405
o	0.0389873417721519
r	0.044050632911392405
u	0.03189873417721519
x	0.0410126582278481
a	0.033924050632911394
d	0.03645569620253165
g	0.0389873417721519
j	0.035443037974683546
m	0.03848101265822785
p	0.0389873417721519
s	0.033924050632911394
v	0.04050632911392405
y	0.035443037974683546
