a	0.03845722636508862
b	0.03846337153355516
c	0.03846921979193054
d	0.038461214825075404
e	0.03845866207528512
f	0.03846666123933718
g	0.0384650282338358
h	0.038470358108468966
i	0.0384598342415082
j	0.03846506159995354
k	0.03845554597002872
l	0.03844708790096606
m	0.03846669750685646
n	0.0384611596984461
o	0.03846190100654015
p	0.03846691269413751
q	0.038463374434956704
r	0.03846016209988248
s	0.03845743429886582
t	0.03846153978204814
u	0.038462920365615334
v	0.038452135856082696
w	0.038461257862531614
x	0.038459723988249594
y	0.03846329706424891
z	0.03846221145650518
